"wait_time","standby_time","calling_time","attendant_machine_id","service_room_id","pause_time","relocate","disconnected_by_attendant","ticket_priority","number_of_breaks","ticket_category","attendant_id","call_surplus","attendant_level","duration_categories","short_call","call_period","customer_time_talks","pause_time_category","region","out_average","resolved_tickets"
2,0,0,2326,7,0,0,0,5,0,1,4180020,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4680922,2,1,"de 10 a 30 min",0,"manhã","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4682356,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100012,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","média","Sudeste",1,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180008,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180025,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100048,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,123,6,0,1,1,4,1,9,4634159,2,9,"de 10 a 30 min",0,"manhã","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,126,6,0,0,0,4,0,1,4690529,2,1,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,0,0,4,0,1,4690560,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4661458,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4680922,2,1,"de 10 a 30 min",0,"manhã","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,3,4674238,2,3,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
17,0,1,1305,7,0,0,0,5,0,1,4180024,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
17,0,1,1305,7,0,1,1,5,1,1,4180033,2,1,"de 5 a 10 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
17,0,1,1305,7,0,1,1,5,1,1,4100007,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,123,6,0,1,1,4,1,1,4651275,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,2326,7,0,1,1,5,1,1,4180032,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100045,2,1,"até 1 min",1,"noite","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,0,0,4,0,1,4180028,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,0,0,4,0,1,4100049,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180020,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","média","Sudeste",1,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180048,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,0,0,5,0,1,4180013,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100008,2,1,"até 1 min",1,"noite","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100039,2,1,"de 10 a 30 min",0,"noite","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,2326,7,0,1,1,5,1,1,4100011,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100001,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4661489,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
3,0,1,98,6,0,0,0,4,0,3,4683737,2,3,"de 10 a 30 min",0,"manhã","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4669622,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,2326,7,0,1,1,5,1,1,4180014,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180002,2,1,"de 5 a 10 min",0,"noite","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100013,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180011,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,2326,7,0,1,1,5,1,1,4100008,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100023,2,1,"de 5 a 10 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100046,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180013,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,0,0,5,0,1,4180002,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,2326,7,0,1,1,5,1,1,4180017,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,0,0,5,0,1,4180024,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100049,2,1,"de 5 a 10 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100019,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,2326,7,0,1,1,5,1,1,4180045,2,1,"de 5 a 10 min",0,"tarde","de 1 a 5 min","média","Sudeste",1,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180020,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100010,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
5,0,1,1311,7,0,0,0,4,0,1,4180046,2,1,"até 1 min",1,"noite","até 1 min","rapida","Sudeste",0,"True"
5,0,0,1311,7,0,1,1,4,1,1,4180028,2,1,"de 1 a 5 min",0,"noite","até 1 min","média","Sudeste",0,"True"
5,0,1,1311,7,0,1,1,4,1,1,4100023,2,1,"de 1 a 5 min",0,"tarde","até 1 min","média","Sudeste",0,"True"
5,0,1,1311,7,0,1,1,4,1,1,4100036,2,1,"de 10 a 30 min",0,"noite","até 1 min","média","Sudeste",1,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180004,2,1,"de 5 a 10 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
17,0,1,1305,7,0,1,1,5,1,1,4180042,2,1,"de 5 a 10 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
16,0,0,1305,7,0,1,1,5,1,1,4100049,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
17,0,1,1305,7,0,1,1,5,1,1,4100045,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
17,0,1,1305,7,0,1,1,5,1,1,4180038,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
17,0,1,1305,7,0,0,0,5,0,1,4180047,2,1,"de 1 a 5 min",0,"tarde","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100047,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,2326,7,0,0,0,5,0,1,4100046,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,2326,7,0,1,1,5,1,1,4100020,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,2475,7,0,1,1,4,1,1,4100028,2,1,"de 10 a 30 min",0,"tarde","até 1 min","longa","Sudeste",1,"True"
4,0,0,1311,7,0,1,1,4,1,1,4180005,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180003,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,2475,7,0,1,1,4,1,1,4100014,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
6,0,4,45,6,0,1,1,4,1,1,4643229,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",1,"True"
3,0,1,126,6,0,1,1,4,1,9,4673882,2,9,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100025,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4100035,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180038,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,98,6,0,0,1,4,0,1,4580153,2,1,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,3,4616543,2,3,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,1,4,0,1,4661460,2,1,"até 1 min",1,"noite","até 1 min","rapida","Sudeste",0,"True"
5,0,1,1311,7,0,1,1,4,1,1,4180050,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
5,0,1,1311,7,0,1,1,4,1,1,4100009,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
5,0,1,1,7,0,1,1,4,1,1,4180048,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
5,0,1,1,7,0,1,1,4,1,1,4100006,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
5,0,1,1,7,0,1,1,4,1,1,4180012,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
5,0,1,1,7,0,1,1,4,1,1,4100018,2,1,"de 10 a 30 min",0,"tarde","até 1 min","longa","Sudeste",1,"True"
5,0,1,1,7,0,1,1,4,1,1,4100030,2,1,"de 10 a 30 min",0,"noite","até 1 min","longa","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,9,4674238,2,9,"de 10 a 30 min",0,"manhã","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,97,6,0,0,0,4,0,1,4681515,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,0,4,0,1,4681494,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4681505,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
6,4,0,66,6,0,0,0,4,0,3,4661497,1,3,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4681505,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,126,6,0,1,1,4,1,1,4608190,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,1,1,4,1,9,4663301,2,9,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,1,4,0,1,4636668,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,0,4,0,1,4666542,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,0,4,0,1,4668085,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,125,6,0,0,0,4,0,3,4660915,2,3,"de 1 a 5 min",0,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,9,4690552,2,9,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,128,6,0,1,1,4,1,1,4662934,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
6,0,4,45,6,0,1,1,4,1,1,4664024,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,1,1,4,1,9,4651064,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,1,1,4,1,9,4642215,2,9,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,3,4681891,2,3,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,9,4652718,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180005,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,2326,7,0,1,1,5,1,1,4180030,2,1,"de 5 a 10 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,128,6,0,1,1,4,1,9,4676810,2,9,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,2,4661488,2,2,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
3,0,1,128,6,0,1,1,4,1,1,4664313,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4643656,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4688696,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,1,4,0,1,4680912,2,1,"de 10 a 30 min",0,"noite","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,126,6,0,1,1,4,1,1,4688863,2,1,"de 10 a 30 min",0,"noite","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,126,6,0,0,0,4,0,1,4652743,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,0,4,0,1,4666542,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,97,6,0,0,0,4,0,1,4681522,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,123,6,0,1,1,4,1,9,4651185,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4683706,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4680534,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,66,6,0,0,0,4,0,1,4663373,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4663545,2,1,"de 10 a 30 min",0,"noite","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,97,6,0,0,0,4,0,1,4683708,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,97,6,0,0,0,4,0,1,4645817,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
4,2,0,128,6,0,1,1,4,1,9,4604283,1,9,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
3,0,1,98,6,0,0,0,4,0,1,4663365,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4661439,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4662663,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,123,6,0,1,1,4,1,9,4643252,2,9,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,1,4663488,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,0,0,4,0,1,4690561,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4683718,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,416,8,0,1,1,4,1,1,4600344,2,1,"de 5 a 10 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4677593,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4680912,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
3,0,1,98,6,0,0,0,4,0,2,4683714,2,2,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4663377,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4668075,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4664988,2,1,"de 1 a 5 min",0,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,3,4663367,2,3,"até 1 min",1,"noite","até 1 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4681519,2,1,"de 10 a 30 min",0,"noite","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4651167,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",1,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180007,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2475,7,0,0,0,4,0,1,4100044,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180016,2,1,"de 5 a 10 min",0,"tarde","de 1 a 5 min","média","Sudeste",0,"True"
3,0,1,98,6,0,0,0,4,0,1,4683763,2,1,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",1,"True"
2,0,0,126,6,0,1,1,4,1,9,4664317,1,9,"de 10 a 30 min",0,"noite","de 1 a 5 min","longa","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,3,4664287,2,3,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,9,4611539,2,9,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,123,6,0,1,1,4,1,9,4651077,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,123,6,0,1,1,4,1,9,4598293,2,9,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,123,6,0,1,1,4,1,9,4630723,2,9,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,9,4643728,2,9,"de 10 a 30 min",0,"noite","de 1 a 5 min","longa","Sudeste",1,"True"
6,0,4,45,6,0,1,1,4,1,9,4665191,2,9,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
6,0,4,45,6,0,1,1,4,1,1,4651154,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
3,0,0,98,6,0,0,1,4,0,1,4682356,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,1,4,0,1,4662512,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4669621,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,66,6,0,0,1,4,0,1,4661477,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4662412,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",1,"True"
2,0,0,126,6,0,0,0,4,0,1,4587698,2,1,"de 1 a 5 min",0,"noite","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,1,1,4,1,9,4665137,2,9,"de 10 a 30 min",0,"noite","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,66,6,0,0,0,4,0,3,4681494,2,3,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4662412,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4677593,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,66,6,0,0,0,4,0,1,4647722,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
3,0,0,128,6,0,1,1,4,1,1,4650802,2,1,"de 5 a 10 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,128,6,0,1,1,4,1,9,4608239,2,9,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,128,6,0,1,1,4,1,9,4660944,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
3,0,0,66,6,0,0,0,4,0,1,4683718,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,1,4,0,1,4663366,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
4,0,0,1,7,0,1,1,4,1,1,4100024,2,1,"de 1 a 5 min",0,"manhã","até 1 min","rapida","Sudeste",0,"True"
5,0,1,1,7,0,1,1,4,1,1,4100002,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
5,0,1,1,7,0,1,1,4,1,1,4180011,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4665624,2,1,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4662511,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4674993,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4661496,2,1,"até 1 min",1,"tarde","até 1 min","rapida","Sudeste",0,"True"
17,0,1,1305,7,0,1,1,5,1,1,4100028,2,1,"de 10 a 30 min",0,"tarde","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2475,7,0,0,0,4,0,1,4180005,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180010,2,1,"de 1 a 5 min",0,"manhã","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4100009,2,1,"de 1 a 5 min",0,"manhã","de 1 a 5 min","média","Sudeste",0,"True"
2,0,0,2475,7,0,1,1,4,1,1,4100020,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4100024,2,1,"de 1 a 5 min",0,"manhã","até 1 min","média","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180019,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
3,0,1,2475,7,0,1,1,4,1,1,4180021,2,1,"de 10 a 30 min",0,"manhã","até 1 min","média","Sudeste",1,"True"
2,0,0,98,6,0,0,0,4,0,1,4669612,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4662663,2,1,"de 1 a 5 min",0,"tarde","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,1,4,0,1,4661449,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,2326,7,0,1,1,5,1,1,4100049,2,1,"de 10 a 30 min",0,"manhã","de 1 a 5 min","longa","Sudeste",1,"True"
3,0,1,2326,7,0,0,0,5,0,1,4100005,2,1,"até 1 min",1,"manhã","até 1 min","rapida","Sudeste",0,"True"
2,0,0,98,6,0,0,0,4,0,1,4661439,2,1,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,128,6,0,1,1,4,1,9,4651004,2,9,"de 5 a 10 min",0,"manhã","de 5 a 10 min","rapida","Sudeste",1,"True"
2,0,0,128,6,0,1,1,4,1,9,4624113,2,9,"de 1 a 5 min",0,"manhã","de 1 a 5 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,9,4562977,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,125,6,0,1,1,4,1,1,4690564,2,1,"de 10 a 30 min",0,"tarde","de 10 a 30 min","rapida","Sudeste",1,"True"
2,0,0,125,6,0,1,1,4,1,9,4664317,2,9,"de 5 a 10 min",0,"tarde","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,126,6,0,1,1,4,1,9,4559989,2,9,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
2,0,0,66,6,0,0,0,4,0,1,4663545,2,1,"de 5 a 10 min",0,"noite","de 5 a 10 min","rapida","Sudeste",0,"True"
